EnglishWord,WordType,Level,Translation,ExampleSentenceEn,ExampleSentenceTR
novelty,noun,B2,yenilik,The novelty of the new phone wore off quickly.,Yeni telefonun yeniliği hızla kayboldu.
November,noun,A1,Kasım,Thanksgiving is celebrated in November.,Şükran Günü Kasım ayında kutlanır.
now,adverb,A1,şimdi,I need to leave now or Ill be late.,Şimdi gitmem gerekiyor yoksa geç kalacağım.
now,conjunction,B2,şimdi,Now that you are here we can start the meeting.,Şimdi sen buradasın toplantıya başlayabiliriz.
nowadays,adverb,A2,bugünlerde,Nowadays many people work from home.,Bugünlerde birçok insan evden çalışıyor.
nowhere,adverb,B1,hiçbir yerde,The keys were nowhere to be found.,Anahtarlar hiçbir yerde bulunamadı.
nuclear,adjective,B1,nükleer,The country is working on its nuclear energy program.,Ülke nükleer enerji programı üzerinde çalışıyor.
nucleus,noun,B1,çekirdek,The nucleus of an atom contains protons and neutrons.,Bir atomun çekirdeği protonlar ve nötronlar içerir.
nuisance,noun,B2,sıkıntı,The loud noise from the street is becoming a nuisance.,Sokaktan gelen yüksek ses sıkıntı yaratıyor.
number,noun,A1,sayı,Whats your phone number?,Telefon numaran nedir?
numerical,adjective,B2,sayısal,The data is presented in numerical form.,Veriler sayısal olarak sunulmuştur.
numerous,adjective,B1,çeşitli,There are numerous reasons why we should reconsider.,Yeniden değerlendirmemiz için çeşitli nedenler var.
nurse,noun,A1,hemşire,The nurse took care of the patients in the hospital.,Hemşire hastanedeki hastalara baktı.
nurse,verb,B1,hemşirelik yapmak,She nursed her sick friend back to health.,Hasta arkadaşını iyileşene kadar baktı.
nursery,noun,B2,kreş yuva,The children play in the nursery every day.,Çocuklar her gün kreşte oynuyor.
nut,noun,B2,ceviz fındık,Almonds are my favorite type of nut.,Badem en sevdiğim fındık türüdür.
nutrient,noun,B1,besin,Fruits and vegetables are rich in essential nutrients.,Meyve ve sebzeler temel besin maddeleri açısından zengindir.
nutrition,noun,B1,beslenme,Proper nutrition is vital for a healthy lifestyle.,Doğru beslenme sağlıklı bir yaşam tarzı için hayati öneme sahiptir.
nutritious,adjective,B1,besleyici,This salad is both delicious and nutritious.,Bu salata hem lezzetli hem de besleyici.
nutshell,noun,B2,kısaca,In a nutshell the project was a success.,Kısaca proje başarılıydı.
oak,noun,A2,meşe,The large oak tree in the garden is over a hundred years old.,Bahçedeki büyük meşe ağacı yüz yıldan daha eski.
oath,noun,B2,yemin,He took an oath to tell the truth in court.,Mahkemede doğruyu söyleyeceğine yemin etti.
obedience,noun,B2,itaat,The dog showed complete obedience to its trainer.,Köpek eğitmenine tam itaat gösterdi.
obedient,adjective,B2,itaatkâr,The obedient child always listens to his parents.,İtaatkâr çocuk her zaman ebeveynlerini dinler.
obey,verb,B2,itaat etmek,You must obey the rules of the game.,Oyunun kurallarına uymalısın.
obituary,noun,B2,ölüm ilanı anma yazısı,The newspaper published an obituary for the famous writer.,Gazete ünlü yazar için bir anma yazısı yayınladı.
object,noun,B1,nesne,The object on the table is very valuable.,Masanın üzerindeki nesne çok değerli.
object,verb,B2,itiraz etmek,He objected to the new rules during the meeting.,Toplantıda yeni kurallara itiraz etti.
objection,noun,B1,itiraz,Her objection to the proposal was noted.,Teklife olan itirazı kaydedildi.
objective,adjective,B2,amaç,Our objective is to improve customer satisfaction.,Amacımız müşteri memnuniyetini artırmak.
objective,noun,B1,amaç,The main objective of the project is to reduce costs.,Projenin ana amacı maliyetleri azaltmaktır.
obligation,noun,B2,yükümlülük,You have a legal obligation to attend the meeting.,Toplantıya katılmak yasal bir yükümlülüktür.
observation,noun,B1,gözlem,Her observation of the behavior was detailed.,Davranışla ilgili gözlemi detaylıydı.
observe,verb,B1,gözlemlemek,We need to observe the patient for 24 hours.,Hastayı 24 saat gözlemlememiz gerekiyor.
observer,noun,B2,gözlemci,The observer took notes during the experiment.,Gözlemci deney sırasında notlar aldı.
obsess,verb,B2,takıntılı olmak,She tends to obsess over small details.,Küçük detaylara takıntılı olma eğilimindedir.
obsession,noun,B2,takıntı,His obsession with perfection is exhausting.,Mükemmellik takıntısı yorucudur.
obsessive,adjective,B2,takıntılı,He has an obsessive need to check his emails constantly.,E postalarını sürekli kontrol etme takıntısı var.
obstacle,noun,B1,engel,The biggest obstacle to success is fear.,Başarının önündeki en büyük engel korkudur.
obtain,verb,B1,elde etmek,You can obtain a visa from the embassy.,Vizeyi elçilikten alabilirsiniz.
obvious,adjective,B1,bariz,Its obvious that they need more time to finish the project.,Projeyi bitirmeleri için daha fazla zamana ihtiyaç duydukları barizdir.
obviously,adverb,B1,açıkça,He is obviously unhappy with the decision.,Karardan açıkça mutsuz.
occasion,noun,B1,fırsat,It was a special occasion for the whole family.,Bu tüm aile için özel bir fırsattı.
occasion,verb,B1,neden olmak,The event occasioned a lot of discussion.,Etkinlik çok fazla tartışmaya neden oldu.
occasional,adjective,B1,ara sıra,He makes occasional visits to his hometown.,Ara sıra memleketine ziyarette bulunur.
occasionally,adverb,B1,ara sıra,I occasionally go hiking on the weekends.,Hafta sonları ara sıra doğa yürüyüşüne çıkarım.
occupation,noun,A2,meslek,Her occupation is teaching.,Mesleği öğretmenliktir.
occupy,verb,B1,işgal etmek,The army occupied the city for several months.,Ordu şehri birkaç ay boyunca işgal etti.
occur,verb,B1,meydana gelmek,Accidents often occur when drivers are distracted.,Kazalar sürücüler dikkatsiz olduğunda sık sık meydana gelir.
ocean,noun,B1,okyanus,They sailed across the Atlantic Ocean.,Atlantik Okyanusunu geçerek yelken açtılar.
oclock,adverb,A1,saat,The meeting starts at 9 oclock.,Toplantı saat 9da başlıyor.
October,noun,A1,Ekim,The event will take place in October.,Etkinlik Ekim ayında gerçekleşecek.
odd,adjective,B2,garip,Its odd that she didnt show up for the meeting.,Toplantıya gelmemesi garip.
of,preposition,A1,ile ilgili,The cover of the book is beautiful.,Kitabın kapağı çok güzel.
off,adjective,A1,kapalı,Please turn off the lights when you leave.,Çıkarken lütfen ışıkları kapat.
off,adverb,A2,kapalı,The power went off during the storm.,Fırtına sırasında elektrikler kesildi.
off,preposition,B1,kapalı,She fell off the bike.,Bisikletten düştü.
offend,verb,B2,gücendirmek,I didnt mean to offend anyone with my comment.,Yorumumla kimseyi gücendirmek istemedim.
offender,noun,B2,suçlu,The offender was caught by the police.,Suçlu polis tarafından yakalandı.
offense/offence,noun,B2,suç,He was charged with a serious offense.,Ciddi bir suçla itham edildi.
offensive,adjective,B1,saldırgan,His offensive remarks angered everyone.,Saldırgan sözleri herkesi öfkelendirdi.
offer,noun,A2,teklif,I received a job offer yesterday.,Dün bir iş teklifi aldım.
offer,verb,A2,teklif etmek,They offered me a great opportunity.,Bana harika bir fırsat teklif ettiler.
offhand,adverb,B2,hazırlıksız,I cant remember the details offhand.,Hazırlıksız olarak detayları hatırlayamıyorum.
office,noun,A1,ofis,She works in a big office downtown.,Şehir merkezinde büyük bir ofiste çalışıyor.
officer,noun,A1,subay,The officer gave us instructions.,Subay bize talimatlar verdi.
official,adjective,A2,resmi,The official statement was released yesterday.,Resmi açıklama dün yapıldı.
official,noun,B2,yetkili,The government official visited the school.,Hükümet yetkilisi okulu ziyaret etti.
officially,adverb,B1,resmi olarak,The building was officially opened last week.,Bina geçen hafta resmi olarak açıldı.
offshore,adjective,B2,açık deniz,Offshore drilling is a common practice in the area.,Açık deniz sondajı bu bölgede yaygın bir uygulamadır.
often,adverb,A1,sık sık,We often go to the movies on weekends.,Hafta sonları sık sık sinemaya gideriz.
oil,noun,A2,yağ,Olive oil is used in cooking.,Yemek pişirmede zeytinyağı kullanılır.
oily,adjective,B1,yağlı,The fries were too oily for my taste.,Patates kızartmaları bana göre çok yağlıydı.
ointment,noun,B2,merhem,She applied ointment to the burn.,Yanığa merhem sürdü.
OK/okay,adjective,A1,tamam,Everything is OK with the project so far.,Şu ana kadar projeyle ilgili her şey tamam.
OK/okay,adverb,A1,tamam,Is it OK if I leave early?,Erken çıkmam tamam mı?
old,adjective,A1,eskimiş,The house is old and needs some repairs.,Ev eskimiş ve tamire ihtiyaç duyuyor.
old fashioned,adjective,B1,eski moda,Her style is a bit old fashioned but she loves it.,Tarzı biraz eski moda ama o bunu seviyor.
olive,noun,B2,zeytin,I enjoy eating olives with my breakfast.,Kahvaltıda zeytin yemekten hoşlanırım.
olive oil,noun,A2,zeytin yağı,Olive oil is a healthy option for cooking.,Yemek pişirmek için zeytinyağı sağlıklı bir seçenektir.
Olympia,noun,B2,Olimpiyat,The ancient city of Olympia was the birthplace of the Olympics.,Antik Olympia şehri Olimpiyatların doğum yeriydi.
Olympiad,noun,B2,Olimpiyat,The Olympiad occurs every four years.,Olimpiyat her dört yılda bir gerçekleşir.
Olympic,adjective,A2,Olimpiyat,She is an Olympic athlete representing her country.,O ülkesini temsil eden bir Olimpiyat atleti.
Olympics,noun,A1,Olimpiyatlar,The Olympics are watched by millions worldwide.,Olimpiyatlar dünya genelinde milyonlarca kişi tarafından izlenir.
omelet/omelette,noun,A2,omlet,I made an omelette for breakfast.,Kahvaltı için omlet yaptım.
on,adverb,A2,Açık,The lights are still on.,Işıklar hâlâ açık.
on,preposition,A1,Açık,He left his keys on the table.,Anahtarlarını masanın üzerinde bıraktı.
once,adverb,A1,bir kere,Ive only been there once.,Oraya sadece bir kere gittim.
once,conjunction,B2,bir kere,Once you finish your work we can go out.,İşini bitirince dışarı çıkabiliriz.
one,determiner,A1,bir,One apple a day keeps the doctor away.,Günde bir elma doktoru uzak tutar.
one,number,A1,bir,I only have one sister.,Sadece bir kız kardeşim var.
one,pronoun,A2,bir,One should always be honest.,İnsan her zaman dürüst olmalıdır.
oneself,pronoun,B1,kendisi,Its important to believe in oneself.,Kişinin kendine inanması önemlidir.
onion,noun,A2,soğan,Chop the onions before adding them to the salad.,Soğanları salataya eklemeden önce doğrayın.
online,adjective,A2,çevrimiçi,I prefer online shopping to going to the store.,Mağazaya gitmek yerine çevrimiçi alışverişi tercih ederim.
online,adverb,A2,çevrimiçi,She is studying online for her degree.,Derecesi için çevrimiçi olarak eğitim alıyor.
only,adjective,A1,sadece,He is the only person I trust.,Güvendiğim tek kişi o.
only,adverb,A1,sadece,I only have five dollars left.,Sadece beş dolarım kaldı.
onstage,adjective,B1,Sahnede,She felt nervous onstage during her performance.,Performansı sırasında sahnede gergin hissetti.
onto/on to,preposition,B1,üzerine / üstüne,He climbed onto the roof to fix the leak.,Çatıya sızıntıyı onarmak için tırmandı.
open,adjective,A1,açık,The door is open you can go inside.,Kapı açık içeri girebilirsin.
open,verb,A1,açmak,She opened the window to let in some fresh air.,Temiz hava almak için pencereyi açtı.
opening,noun,B1,açılış,The grand opening of the store was a huge success.,Mağazanın büyük açılışı büyük bir başarıydı.
openly,adverb,B2,açıkça,He spoke openly about his concerns.,Endişelerini açıkça dile getirdi.
opera,noun,A1,opera,She is performing in a famous opera next month.,Gelecek ay ünlü bir operada sahne alacak.
operate,verb,A2,işletmek,He operates a small business in the city.,Şehirde küçük bir işletme yönetiyor.
operation,noun,B1,operasyon,The company started a new operation overseas.,Şirket yurtdışında yeni bir operasyon başlattı.
operator,noun,B2,operatör,The phone operator connected me to the right department.,Telefon operatörü beni doğru departmana bağladı.
opinion,noun,A2,fikir,In my opinion the movie was fantastic.,Bana göre film harikaydı.
opponent,noun,B2,rakip,Her opponent was very strong in the tennis match.,Tenis maçında rakibi çok güçlüydü.
opportunity,noun,A2,fırsat,This is a great opportunity to learn something new.,Bu yeni bir şey öğrenmek için harika bir fırsat.
oppose,verb,A2,karşı çıkmak,The majority of people opposed the new law.,Çoğunluk yeni yasaya karşı çıktı.
opposite,adjective,A2,zıt,They live on opposite sides of the street.,Sokağın karşıt taraflarında yaşıyorlar.
opposite,adverb,B1,karşısında,The bank is opposite the post office.,Banka postanenin karşısında.
opposite,noun,B1,zıt,The opposite of hot is cold.,Sıcakın zıttı soğuktur.
opposite,preposition,A2,zıt,She sat opposite me during the meeting.,Toplantı sırasında karşımda oturdu.
opposition,noun,B1,muhalefet,The opposition to the new policy is growing.,Yeni politikaya karşı muhalefet artıyor.
oppress,verb,B1,baskı yapmak,The regime oppressed its citizens for years.,Rejim vatandaşlarına yıllarca baskı uyguladı.
oppression,noun,B1,baskı,The people fought against the oppression of the government.,Halk hükümetin baskısına karşı savaştı.
optimism,noun,B2,iyimserlik,Her optimism about the future is inspiring.,Geleceğe dair iyimserliği ilham verici.
optimist,noun,B2,iyimser,He is always such an optimist even in difficult times.,Zor zamanlarda bile her zaman böyle bir iyimserdir.
optimistic,adjective,B2,iyimser,I am optimistic that we will succeed in our project.,Projemizde başarılı olacağımıza iyimserim.
option,noun,B1,seçenek,We have several options to consider for our vacation.,Tatilimiz için değerlendirebileceğimiz birkaç seçeneğimiz var.
optional,adjective,B2,isteğe bağlı,The extra assignments are optional not mandatory.,Ek ödevler isteğe bağlıdır zorunlu değildir.
or,conjunction,A1,veya,Would you like tea or coffee?,Çay mı kahve mi istersiniz?
oral,adjective,B2,sözlü,He gave an oral presentation to the class.,Sınıfa sözlü bir sunum yaptı.
oral,noun,B1,sözlü,Oral exams are often harder than written ones.,Sözlü sınavlar genellikle yazılı olanlardan daha zordur.
orange,adjective,A1,turuncu,I bought an orange shirt today.,Bugün turuncu bir gömlek aldım.
orange,noun,A1,turuncu,She peeled the orange before eating it.,O portakalı yemeden önce soydu.
orator,noun,B2,hatip,The orator gave an inspiring speech.,Hatip ilham verici bir konuşma yaptı.
